               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 130,            0.028935,            0.013552,           0.0022339,             0.92328,             0.87459,             0.91336,             0.69632,            0.017945,            0.004178,          0.00012627,            0.005743,            0.005743,            0.005743
                 131,            0.028956,            0.013418,           0.0021811,             0.92376,              0.8746,             0.91374,             0.69664,            0.017931,           0.0041751,          0.00012673,             0.00571,             0.00571,             0.00571
                 132,            0.028706,            0.013265,           0.0023505,             0.92753,             0.87459,             0.91358,             0.69884,            0.017892,           0.0041697,          0.00012675,            0.005677,            0.005677,            0.005677
                 133,            0.028612,            0.013523,           0.0023197,             0.92387,             0.87513,             0.91372,             0.69801,            0.017856,           0.0041658,          0.00012639,            0.005644,            0.005644,            0.005644
                 134,            0.029082,            0.013407,           0.0019484,              0.9224,             0.87537,             0.91412,             0.69936,            0.017826,           0.0041595,          0.00012553,            0.005611,            0.005611,            0.005611
                 135,            0.028428,            0.013284,           0.0019907,             0.92134,             0.87499,             0.91422,             0.69863,            0.017801,           0.0041572,          0.00012465,            0.005578,            0.005578,            0.005578
                 136,             0.02849,            0.013358,           0.0021178,             0.91962,             0.87478,             0.91434,             0.70034,             0.01778,           0.0041529,          0.00012379,            0.005545,            0.005545,            0.005545
                 137,            0.028949,            0.013276,           0.0020219,             0.91881,             0.87348,             0.91272,             0.70051,            0.017769,           0.0041523,          0.00012395,            0.005512,            0.005512,            0.005512
                 138,            0.028341,            0.013184,           0.0021754,              0.9185,             0.87347,             0.91273,             0.70139,             0.01776,           0.0041494,          0.00012356,            0.005479,            0.005479,            0.005479
                 139,            0.028973,            0.013365,           0.0025311,             0.91852,             0.87368,             0.91279,             0.70134,            0.017745,           0.0041472,          0.00012368,            0.005446,            0.005446,            0.005446
                 140,            0.028614,            0.013343,           0.0021985,             0.91837,             0.87221,             0.91307,             0.70195,             0.01773,           0.0041449,          0.00012315,            0.005413,            0.005413,            0.005413
                 141,            0.029383,            0.013496,           0.0024034,             0.90944,             0.88099,             0.91338,             0.70216,            0.017728,           0.0041416,          0.00012363,             0.00538,             0.00538,             0.00538
                 142,            0.028471,            0.013172,           0.0023892,             0.91174,             0.88191,             0.91384,             0.70247,            0.017718,            0.004139,          0.00012384,            0.005347,            0.005347,            0.005347
                 143,            0.027876,            0.013083,           0.0018515,             0.91164,             0.88252,             0.91393,             0.70283,            0.017708,           0.0041345,          0.00012335,            0.005314,            0.005314,            0.005314
                 144,             0.02678,            0.013101,           0.0021611,             0.91509,             0.87819,             0.91342,             0.70171,            0.017675,           0.0041282,          0.00012322,            0.005281,            0.005281,            0.005281
                 145,            0.028237,            0.013238,            0.002337,             0.91358,             0.87787,             0.91359,             0.70171,            0.017639,           0.0041221,          0.00012225,            0.005248,            0.005248,            0.005248
                 146,            0.028021,            0.013115,           0.0024484,             0.91392,              0.8772,             0.91422,             0.70224,            0.017608,           0.0041146,           0.0001213,            0.005215,            0.005215,            0.005215
                 147,             0.02778,            0.013225,           0.0022187,             0.91455,             0.88096,             0.91465,             0.70273,            0.017587,           0.0041125,          0.00012116,            0.005182,            0.005182,            0.005182
                 148,            0.028532,            0.013055,           0.0022397,             0.91818,             0.88193,             0.91499,             0.70319,            0.017557,           0.0041071,          0.00012091,            0.005149,            0.005149,            0.005149
                 149,            0.028074,            0.013229,           0.0019654,             0.91922,              0.8804,             0.91497,             0.70434,            0.017532,           0.0041042,          0.00012097,            0.005116,            0.005116,            0.005116
                 150,             0.02811,            0.012878,           0.0022143,              0.9154,              0.8839,             0.91538,             0.70452,            0.017486,           0.0040992,           0.0001208,            0.005083,            0.005083,            0.005083
                 151,            0.028082,            0.012828,           0.0018433,             0.92404,             0.87998,             0.91541,             0.70396,            0.017449,            0.004095,          0.00012091,             0.00505,             0.00505,             0.00505
                 152,            0.027532,            0.013072,            0.002265,             0.92546,             0.87947,             0.91576,             0.70445,            0.017444,           0.0040909,          0.00012193,            0.005017,            0.005017,            0.005017
                 153,            0.027676,            0.012962,           0.0019772,             0.92727,             0.87714,             0.91581,             0.70501,            0.017421,           0.0040859,          0.00012131,            0.004984,            0.004984,            0.004984
                 154,             0.02772,            0.012824,           0.0017109,             0.92755,             0.87668,             0.91597,             0.70551,            0.017394,           0.0040803,          0.00012133,            0.004951,            0.004951,            0.004951
                 155,            0.027111,            0.012751,           0.0024106,             0.93006,             0.87634,             0.91579,             0.70536,            0.017352,           0.0040744,          0.00012034,            0.004918,            0.004918,            0.004918
                 156,            0.027773,            0.012995,           0.0021075,             0.92882,             0.87598,             0.91592,             0.70607,             0.01732,           0.0040692,          0.00011916,            0.004885,            0.004885,            0.004885
                 157,            0.027315,             0.01302,             0.00196,             0.92586,             0.88499,             0.91747,             0.70746,            0.017286,           0.0040655,          0.00011912,            0.004852,            0.004852,            0.004852
                 158,            0.027671,             0.01299,           0.0021099,             0.92616,             0.88334,             0.91757,             0.70817,            0.017258,           0.0040593,          0.00011897,            0.004819,            0.004819,            0.004819
