               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 120,             0.02464,             0.00867,           0.0020819,              0.8868,             0.82359,             0.88947,             0.70805,            0.015071,            0.002782,          0.00026001,            0.006073,            0.006073,            0.006073
                 121,            0.024785,           0.0088582,           0.0022199,              0.8857,             0.82298,             0.89295,             0.71111,            0.015029,           0.0027678,          0.00025502,             0.00604,             0.00604,             0.00604
                 122,            0.023448,           0.0086118,           0.0019184,             0.88175,             0.83046,             0.89371,             0.70865,            0.015043,           0.0027746,          0.00025034,            0.006007,            0.006007,            0.006007
                 123,            0.023293,           0.0085471,           0.0017905,             0.88392,             0.83351,             0.89515,             0.70992,             0.01504,           0.0027659,          0.00024321,            0.005974,            0.005974,            0.005974
                 124,             0.02517,            0.008941,           0.0017682,             0.82251,             0.88406,             0.89892,             0.71123,            0.015024,           0.0027539,          0.00023674,            0.005941,            0.005941,            0.005941
                 125,            0.023708,           0.0086561,           0.0018955,             0.89379,             0.82509,              0.8995,             0.71224,            0.015028,           0.0027504,          0.00023245,            0.005908,            0.005908,            0.005908
                 126,            0.023348,           0.0086347,           0.0016944,             0.88192,             0.82967,             0.89808,             0.71165,            0.015006,           0.0027575,           0.0002299,            0.005875,            0.005875,            0.005875
                 127,            0.024564,           0.0086443,           0.0021085,              0.8544,             0.85399,             0.89652,              0.7134,            0.014989,            0.002775,          0.00022985,            0.005842,            0.005842,            0.005842
                 128,            0.023849,           0.0087377,           0.0021453,             0.85793,             0.86366,             0.89589,             0.71299,            0.014994,           0.0027827,          0.00023256,            0.005809,            0.005809,            0.005809
                 129,            0.023703,           0.0083916,           0.0020269,             0.85845,             0.86273,             0.89687,             0.71283,            0.014972,           0.0027868,          0.00023018,            0.005776,            0.005776,            0.005776
                 130,            0.023308,              0.0084,           0.0012825,             0.86258,             0.85481,              0.8966,             0.71306,            0.014964,           0.0027895,          0.00022632,            0.005743,            0.005743,            0.005743
                 131,            0.023776,           0.0085192,           0.0015443,             0.84604,             0.86985,             0.89625,             0.71187,            0.014974,           0.0027907,          0.00022017,             0.00571,             0.00571,             0.00571
                 132,            0.023469,           0.0087213,           0.0012681,             0.84776,             0.87146,              0.8972,             0.71286,            0.014958,           0.0027883,          0.00021938,            0.005677,            0.005677,            0.005677
                 133,            0.022598,            0.008473,           0.0014469,             0.85887,              0.8673,             0.89667,             0.71403,            0.014959,            0.002783,          0.00021689,            0.005644,            0.005644,            0.005644
                 134,            0.023711,           0.0086284,           0.0023179,              0.8636,             0.86827,             0.89689,             0.71607,             0.01496,           0.0027785,          0.00021313,            0.005611,            0.005611,            0.005611
                 135,            0.023911,           0.0086314,           0.0016103,             0.85874,             0.87801,             0.89659,             0.71588,            0.014995,           0.0027803,          0.00021042,            0.005578,            0.005578,            0.005578
                 136,            0.023641,           0.0085836,           0.0016871,             0.85313,             0.87801,             0.89782,               0.717,            0.014997,           0.0027804,          0.00020922,            0.005545,            0.005545,            0.005545
                 137,            0.023967,           0.0086053,           0.0013178,             0.85103,             0.87425,             0.89737,             0.71816,            0.015012,            0.002784,          0.00020862,            0.005512,            0.005512,            0.005512
                 138,            0.023001,           0.0082577,           0.0016199,             0.84712,             0.87275,             0.89818,             0.71617,            0.014987,           0.0027752,          0.00020871,            0.005479,            0.005479,            0.005479
                 139,            0.022627,           0.0082791,           0.0013708,             0.84794,             0.86971,             0.89916,             0.71806,            0.015012,           0.0027666,          0.00020783,            0.005446,            0.005446,            0.005446
                 140,             0.02272,           0.0083838,           0.0016125,             0.85204,             0.87206,             0.89997,             0.71846,             0.01503,           0.0027677,          0.00020722,            0.005413,            0.005413,            0.005413
                 141,             0.02353,           0.0083717,           0.0019205,             0.86394,              0.8649,             0.90088,              0.7198,             0.01506,           0.0027694,            0.000205,             0.00538,             0.00538,             0.00538
                 142,            0.021765,           0.0079714,           0.0014818,             0.86266,             0.86206,             0.90129,             0.72359,            0.015047,           0.0027712,          0.00020593,            0.005347,            0.005347,            0.005347
                 143,            0.023317,           0.0083877,           0.0014271,             0.86437,             0.86636,             0.90188,             0.72372,             0.01504,           0.0027693,          0.00020626,            0.005314,            0.005314,            0.005314
                 144,            0.022333,           0.0082601,           0.0014113,             0.86301,             0.86917,             0.90254,             0.72666,            0.015021,           0.0027716,          0.00020583,            0.005281,            0.005281,            0.005281
                 145,            0.022528,            0.008433,           0.0021286,             0.86272,             0.87055,             0.90253,             0.72744,            0.015013,           0.0027746,          0.00020444,            0.005248,            0.005248,            0.005248
                 146,            0.023141,           0.0082416,           0.0015154,             0.87097,             0.87432,              0.9024,             0.72676,             0.01502,           0.0027785,          0.00020436,            0.005215,            0.005215,            0.005215
                 147,            0.023159,            0.008233,           0.0014552,             0.87027,             0.87417,             0.90288,             0.72869,            0.015006,           0.0027797,          0.00020372,            0.005182,            0.005182,            0.005182
                 148,            0.022548,           0.0083421,           0.0013775,             0.87584,             0.87246,             0.90314,             0.72968,            0.014979,           0.0027848,          0.00020186,            0.005149,            0.005149,            0.005149
                 149,            0.021937,           0.0080883,           0.0013048,             0.87677,             0.87315,             0.90353,             0.72931,            0.014972,           0.0027837,          0.00020023,            0.005116,            0.005116,            0.005116
                 150,            0.022789,           0.0083996,            0.001833,             0.87777,             0.86839,             0.90393,             0.72891,            0.014979,           0.0027876,          0.00019934,            0.005083,            0.005083,            0.005083
